20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;100;3895;0;6;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;100;3895;0;6;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;100;3895;0;6;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;100;3895;0;6;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;100;3895;0;6;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;100;6430;0;11;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;100;6430;0;11;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;100;6430;0;11;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;100;6430;0;11;
20-05-11 09:54:55;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;100;6430;0;11;
20-05-11 09:54:56;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;200;12959;0;12;
20-05-11 09:54:56;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;200;13125;0;12;
20-05-11 09:54:56;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;200;13125;0;12;
20-05-11 09:54:56;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;200;13125;0;12;
20-05-11 09:54:56;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;200;13125;0;12;
20-05-11 09:54:56;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;200;11652;0;10;
20-05-11 09:54:57;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;200;11652;0;10;
20-05-11 09:54:57;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;200;11488;0;10;
20-05-11 09:54:57;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;200;11488;0;10;
20-05-11 09:54:57;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;200;11488;0;10;
20-05-11 09:54:58;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;500;31893;0;12;
20-05-11 09:54:58;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;500;31840;0;12;
20-05-11 09:54:59;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;500;31840;0;12;
20-05-11 09:54:59;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;500;31808;0;12;
20-05-11 09:54:59;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;500;31808;0;12;
20-05-11 09:55:00;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;500;28168;0;10;
20-05-11 09:55:00;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;500;31089;0;11;
20-05-11 09:55:01;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;500;31089;0;11;
20-05-11 09:55:01;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;500;30783;0;11;
20-05-11 09:55:02;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;500;30783;0;11;
20-05-11 09:55:03;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;1000;63470;0;12;
20-05-11 09:55:04;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;1000;63251;0;12;
20-05-11 09:55:05;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;1000;62991;0;12;
20-05-11 09:55:05;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;1000;63125;0;12;
20-05-11 09:55:06;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;1000;63125;0;12;
20-05-11 09:55:07;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;1000;61494;0;11;
20-05-11 09:55:08;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;1000;55983;0;10;
20-05-11 09:55:09;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;1000;61292;0;11;
20-05-11 09:55:10;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;1000;61425;0;11;
20-05-11 09:55:11;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;1000;55526;0;10;
20-05-11 09:55:13;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;2000;125827;0;12;
20-05-11 09:55:15;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;2000;126080;0;12;
20-05-11 09:55:17;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;2000;126091;0;12;
20-05-11 09:55:19;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;2000;125910;0;12;
20-05-11 09:55:21;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;2000;125954;0;12;
20-05-11 09:55:23;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;2000;122237;0;11;
20-05-11 09:55:25;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;2000;121620;0;11;
20-05-11 09:55:27;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;2000;122047;0;11;
20-05-11 09:55:28;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;2000;111489;0;10;
20-05-11 09:55:30;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;2000;122249;0;11;
20-05-11 09:55:39;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;10000;627460;0;12;
20-05-11 09:55:49;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;10000;628838;0;12;
20-05-11 09:55:58;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;10000;628487;0;12;
20-05-11 09:56:07;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;10000;627292;0;12;
20-05-11 09:56:17;puzzles_set/RandPuzzle4x4_01.txt;4;maxDepth;10000;627207;0;12;
20-05-11 09:56:26;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;10000;609032;0;11;
20-05-11 09:56:35;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;10000;608091;0;11;
20-05-11 09:56:43;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;10000;556732;0;10;
20-05-11 09:56:52;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;10000;608468;0;11;
20-05-11 09:57:01;puzzles_set/RandPuzzle4x4_01.txt;4;avgDepth;10000;556229;0;10;
20-05-11 09:57:01;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;100;8646;1;14;
20-05-11 09:57:01;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;100;8646;1;14;
20-05-11 09:57:01;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;100;8646;1;14;
20-05-11 09:57:01;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;100;8646;1;14;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;100;8646;1;14;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;avgDepth;100;8998;0;9;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;avgDepth;100;8998;0;9;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;avgDepth;100;8998;0;9;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;avgDepth;100;8998;0;9;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;avgDepth;100;8998;0;9;
20-05-11 09:57:02;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;200;16892;1;14;
20-05-11 09:57:03;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;200;16892;1;14;
20-05-11 09:57:03;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;200;16828;1;14;
20-05-11 09:57:03;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;200;16828;1;14;
20-05-11 09:57:03;puzzles_set/RandPuzzle4x4_02.txt;4;maxDepth;200;16828;1;14;
20-05-11 09:57:03;puzzles_set/RandPuzzle4x4_02.txt;4;avgDepth;200;17407;0;9;
